time;speed;acc
404.42;0.49;-0.14
404.47;0.49;-0.06
404.53;0.50;0.01
404.58;0.51;0.06
404.63;0.53;0.08
404.69;0.55;0.07
404.75;0.57;0.02
404.80;0.58;-0.05
404.86;0.58;-0.13
404.91;0.56;-0.23
404.97;0.53;-0.31
405.02;0.49;-0.38
405.08;0.45;-0.43
405.13;0.41;-0.46
405.19;0.38;-0.46
405.24;0.36;-0.45
405.30;0.34;-0.43
405.35;0.33;-0.41
405.41;0.31;-0.39
405.46;0.30;-0.37
405.52;0.28;-0.34
405.57;0.25;-0.30
405.62;0.22;-0.24
405.68;0.20;-0.17
405.74;0.18;-0.08
405.79;0.17;0.03
405.85;0.18;0.15
405.90;0.20;0.27
405.96;0.24;0.38
406.01;0.28;0.47
406.07;0.33;0.53
406.12;0.37;0.56
406.18;0.41;0.56
406.23;0.44;0.54
406.29;0.46;0.48
406.34;0.49;0.41
406.39;0.52;0.32
406.45;0.54;0.22
406.51;0.54;0.13
406.56;0.54;0.04
406.62;0.53;-0.04
406.67;0.51;-0.10
406.73;0.49;-0.16
406.78;0.47;-0.19
406.84;0.47;-0.20
406.89;0.46;-0.19
406.95;0.45;-0.14
407.00;0.43;-0.07
407.06;0.41;0.02
407.11;0.39;0.11
407.17;0.39;0.20
407.22;0.43;0.28
407.28;0.48;0.33
407.33;0.54;0.34
407.38;0.60;0.33
407.44;0.63;0.31
407.50;0.62;0.27
407.55;0.59;0.22
407.61;0.56;0.18
407.66;0.55;0.15
407.72;0.56;0.12
407.77;0.59;0.08
407.83;0.64;0.05
407.88;0.67;0.00
407.94;0.68;-0.04
407.99;0.65;-0.09
408.05;0.61;-0.13
408.10;0.57;-0.17
408.16;0.53;-0.20
408.21;0.52;-0.21
408.27;0.53;-0.21
408.32;0.55;-0.21
408.38;0.56;-0.19
408.43;0.55;-0.18
408.49;0.52;-0.16
408.54;0.49;-0.15
408.60;0.47;-0.14
408.65;0.46;-0.13
408.71;0.46;-0.12
408.76;0.47;-0.12
408.82;0.49;-0.12
408.87;0.49;-0.13
408.93;0.48;-0.14
408.98;0.45;-0.16
409.04;0.43;-0.19
409.09;0.42;-0.21
409.14;0.40;-0.21
409.20;0.39;-0.20
409.26;0.38;-0.16
409.31;0.38;-0.10
409.37;0.36;-0.02
409.42;0.35;0.08
409.48;0.34;0.19
409.53;0.36;0.29
409.59;0.39;0.38
409.64;0.43;0.44
409.70;0.49;0.46
409.75;0.55;0.43
409.81;0.59;0.36
409.86;0.62;0.26
409.92;0.63;0.14
409.97;0.61;0.03
410.03;0.58;-0.07
410.08;0.54;-0.11
410.13;0.50;-0.11
410.19;0.47;-0.05
410.25;0.46;0.06
410.30;0.47;0.20
410.36;0.50;0.34
410.41;0.55;0.46
410.47;0.61;0.54
410.52;0.67;0.56
410.58;0.73;0.51
410.63;0.78;0.40
410.69;0.81;0.24
410.74;0.82;0.06
410.80;0.80;-0.12
410.85;0.75;-0.27
410.91;0.69;-0.37
410.96;0.63;-0.41
411.02;0.58;-0.37
411.07;0.54;-0.26
411.12;0.52;-0.10
411.18;0.53;0.09
411.24;0.55;0.29
411.29;0.60;0.47
411.35;0.66;0.60
411.40;0.73;0.66
411.46;0.80;0.64
411.51;0.87;0.54
411.57;0.92;0.38
411.62;0.94;0.16
411.68;0.93;-0.08
411.73;0.90;-0.32
411.79;0.84;-0.53
411.84;0.76;-0.70
411.89;0.69;-0.81
411.95;0.62;-0.86
412.01;0.56;-0.85
412.06;0.51;-0.79
412.12;0.47;-0.70
412.17;0.44;-0.58
412.23;0.42;-0.47
412.28;0.41;-0.35
412.34;0.41;-0.25
412.39;0.40;-0.17
412.45;0.40;-0.10
412.50;0.40;-0.04
412.56;0.40;-0.00
412.61;0.40;0.02
412.67;0.41;0.04
412.72;0.41;0.05
412.78;0.42;0.06
412.83;0.43;0.06
412.88;0.43;0.05
412.94;0.43;0.05
413.00;0.43;0.05
413.05;0.43;0.04
413.11;0.43;0.04
413.16;0.43;0.03
413.22;0.44;0.01
413.27;0.45;-0.01
413.33;0.45;-0.04
413.38;0.45;-0.07
413.44;0.45;-0.10
413.49;0.43;-0.12
413.55;0.41;-0.12
413.60;0.39;-0.10
413.66;0.37;-0.06
413.71;0.36;0.03
413.77;0.36;0.14
413.82;0.37;0.27
413.88;0.39;0.42
413.93;0.43;0.58
413.99;0.47;0.73
414.04;0.52;0.84
414.10;0.59;0.91
414.15;0.66;0.91
414.21;0.75;0.83
414.26;0.83;0.67
414.32;0.89;0.44
414.37;0.93;0.15
414.43;0.93;-0.17
414.48;0.89;-0.48
414.54;0.81;-0.75
414.59;0.70;-0.94
414.64;0.58;-1.02
414.70;0.46;-0.97
414.76;0.37;-0.80
414.81;0.31;-0.53
414.87;0.29;-0.18
414.92;0.31;0.19
414.98;0.37;0.55
415.03;0.46;0.85
415.09;0.57;1.06
415.14;0.69;1.15
415.20;0.81;1.12
415.25;0.90;0.98
415.31;0.96;0.74
415.36;0.99;0.44
415.42;0.99;0.11
415.47;0.96;-0.22
415.53;0.90;-0.50
415.58;0.82;-0.71
415.63;0.74;-0.83
415.69;0.65;-0.84
415.75;0.57;-0.74
415.80;0.51;-0.54
415.86;0.46;-0.26
415.91;0.46;0.06
415.97;0.48;0.39
416.02;0.54;0.69
416.08;0.63;0.92
416.13;0.75;1.03
416.19;0.88;1.02
416.24;1.00;0.86
416.30;1.09;0.58
416.35;1.13;0.21
416.41;1.12;-0.21
416.46;1.05;-0.62
416.52;0.94;-0.98
416.57;0.79;-1.24
416.62;0.64;-1.38
416.68;0.50;-1.37
416.74;0.40;-1.24
416.79;0.32;-1.02
416.85;0.29;-0.74
416.90;0.30;-0.44
416.96;0.32;-0.17
417.01;0.37;0.05
417.07;0.42;0.19
417.12;0.46;0.26
417.18;0.50;0.26
417.23;0.51;0.21
417.29;0.51;0.13
417.34;0.49;0.06
417.39;0.47;0.01
417.45;0.45;-0.01
417.51;0.43;0.01
417.56;0.42;0.08
417.62;0.42;0.17
417.67;0.44;0.27
417.73;0.48;0.37
417.78;0.51;0.46
417.84;0.56;0.51
417.89;0.61;0.52
417.95;0.65;0.49
418.00;0.69;0.42
418.06;0.72;0.31
418.11;0.74;0.18
418.17;0.74;0.05
418.22;0.72;-0.06
418.28;0.69;-0.15
418.33;0.65;-0.20
418.38;0.62;-0.20
418.44;0.59;-0.16
418.50;0.57;-0.08
418.55;0.57;0.01
418.61;0.59;0.10
418.66;0.62;0.17
418.72;0.65;0.20
418.77;0.69;0.18
418.83;0.73;0.12
418.88;0.74;0.01
418.94;0.74;-0.12
418.99;0.72;-0.26
419.05;0.68;-0.38
419.10;0.63;-0.47
419.16;0.57;-0.50
419.21;0.51;-0.47
419.27;0.46;-0.38
419.32;0.43;-0.23
419.38;0.42;-0.05
419.43;0.43;0.16
419.49;0.47;0.35
419.54;0.52;0.50
419.60;0.58;0.61
419.65;0.65;0.64
419.71;0.72;0.60
419.76;0.78;0.50
419.82;0.82;0.36
419.87;0.83;0.20
419.93;0.81;0.04
419.98;0.77;-0.09
420.04;0.72;-0.16
420.09;0.67;-0.18
420.14;0.63;-0.13
420.20;0.61;-0.05
420.26;0.63;0.06
420.31;0.66;0.17
420.37;0.71;0.27
420.42;0.76;0.33
420.48;0.80;0.35
420.53;0.83;0.34
420.59;0.84;0.30
420.64;0.84;0.25
420.70;0.83;0.20
420.75;0.83;0.16
420.81;0.82;0.13
420.86;0.82;0.12
420.92;0.84;0.12
420.97;0.86;0.11
421.03;0.88;0.10
421.08;0.89;0.08
421.13;0.90;0.06
421.19;0.90;0.04
421.25;0.89;0.04
421.30;0.87;0.06
421.36;0.86;0.10
421.41;0.84;0.16
421.47;0.85;0.22
421.52;0.87;0.27
421.58;0.91;0.29
421.63;0.96;0.26
421.69;1.02;0.18
421.74;1.07;0.03
421.80;1.08;-0.16
421.85;1.06;-0.37
421.91;1.00;-0.57
421.96;0.92;-0.74
422.02;0.82;-0.83
422.07;0.72;-0.83
422.12;0.65;-0.72
422.18;0.59;-0.49
422.24;0.55;-0.16
422.29;0.54;0.23
422.35;0.57;0.63
422.40;0.63;1.00
422.46;0.74;1.28
422.51;0.90;1.41
422.57;1.08;1.38
422.62;1.26;1.18
422.68;1.39;0.82
422.73;1.45;0.35
422.79;1.42;-0.17
422.84;1.31;-0.66
422.89;1.15;-1.08
422.95;0.97;-1.36
423.01;0.80;-1.47
423.06;0.67;-1.41
423.12;0.57;-1.20
423.17;0.53;-0.87
423.23;0.53;-0.47
423.28;0.54;-0.06
423.34;0.58;0.32
423.39;0.64;0.63
423.45;0.73;0.84
423.50;0.83;0.95
423.56;0.92;0.95
423.61;1.00;0.85
423.67;1.07;0.67
423.72;1.10;0.43
423.78;1.11;0.18
423.83;1.08;-0.08
423.88;1.04;-0.30
423.94;0.98;-0.45
424.00;0.91;-0.52
424.05;0.84;-0.49
424.11;0.79;-0.38
424.16;0.75;-0.19
424.22;0.74;0.05
424.27;0.75;0.29
424.33;0.79;0.49
424.38;0.89;0.61
424.44;1.00;0.63
424.49;1.10;0.54
424.55;1.18;0.33
424.60;1.22;0.04
424.66;1.21;-0.30
424.71;1.13;-0.63
424.77;1.00;-0.92
424.82;0.86;-1.12
424.88;0.74;-1.19
424.93;0.63;-1.14
424.99;0.54;-0.98
425.04;0.50;-0.72
425.10;0.49;-0.42
425.15;0.50;-0.10
425.21;0.52;0.18
425.26;0.57;0.41
425.32;0.65;0.54
425.37;0.74;0.59
425.43;0.81;0.56
425.48;0.85;0.46
425.54;0.87;0.30
425.59;0.87;0.12
425.64;0.83;-0.07
425.70;0.80;-0.25
425.76;0.76;-0.40
425.81;0.73;-0.50
425.87;0.70;-0.54
425.92;0.65;-0.50
425.98;0.60;-0.39
426.03;0.56;-0.20
426.09;0.52;0.05
426.14;0.50;0.36
426.20;0.51;0.67
426.25;0.58;0.95
426.31;0.70;1.15
426.36;0.85;1.25
426.42;1.01;1.20
426.47;1.16;1.02
426.53;1.26;0.71
426.58;1.30;0.33
426.63;1.26;-0.09
426.69;1.16;-0.48
426.75;1.02;-0.80
426.80;0.89;-1.01
426.86;0.77;-1.09
426.91;0.69;-1.05
426.97;0.64;-0.90
427.02;0.62;-0.68
427.08;0.62;-0.41
427.13;0.62;-0.14
427.19;0.62;0.11
427.24;0.64;0.31
427.30;0.69;0.46
427.35;0.74;0.54
427.41;0.81;0.58
427.46;0.87;0.56
427.52;0.92;0.50
427.57;0.94;0.42
427.62;0.94;0.32
427.68;0.92;0.21
427.74;0.91;0.11
427.79;0.92;0.04
427.85;0.91;0.02
427.90;0.91;0.04
427.96;0.91;0.12
428.01;0.90;0.25
428.07;0.88;0.42
428.12;0.87;0.61
428.18;0.90;0.76
428.23;0.98;0.86
428.29;1.12;0.87
428.34;1.25;0.78
428.39;1.37;0.57
428.45;1.45;0.27
428.51;1.46;-0.08
428.56;1.38;-0.43
428.62;1.25;-0.74
428.67;1.10;-0.97
428.73;0.97;-1.07
428.78;0.86;-1.05
428.84;0.79;-0.90
428.89;0.76;-0.67
428.95;0.77;-0.37
429.00;0.79;-0.05
429.06;0.81;0.26
429.11;0.85;0.52
429.17;0.90;0.73
429.22;0.97;0.88
429.28;1.05;0.97
429.33;1.13;1.02
429.38;1.20;1.04
429.44;1.25;1.04
429.50;1.29;1.02
429.55;1.33;0.99
429.61;1.38;0.95
429.66;1.43;0.88
429.72;1.49;0.79
429.77;1.56;0.68
429.83;1.62;0.54
429.88;1.65;0.38
429.94;1.67;0.21
429.99;1.67;0.05
430.05;1.64;-0.08
430.10;1.58;-0.14
430.16;1.53;-0.12
430.21;1.48;-0.03
430.27;1.46;0.13
430.32;1.46;0.34
430.38;1.50;0.54
430.43;1.57;0.72
430.49;1.67;0.82
430.54;1.78;0.84
430.60;1.89;0.75
430.65;1.98;0.59
430.71;2.01;0.39
430.76;1.99;0.18
430.82;1.93;0.03
430.87;1.85;-0.03
430.93;1.76;0.01
430.98;1.70;0.17
431.04;1.69;0.40
431.09;1.74;0.68
431.14;1.85;0.94
431.20;1.99;1.16
431.26;2.14;1.28
431.31;2.28;1.30
431.37;2.39;1.23
431.42;2.44;1.07
431.48;2.46;0.87
431.53;2.45;0.66
431.59;2.44;0.49
431.64;2.43;0.36
431.70;2.43;0.30
431.75;2.44;0.31
431.81;2.45;0.37
431.86;2.47;0.47
431.92;2.51;0.60
431.97;2.54;0.74
432.03;2.59;0.86
432.08;2.65;0.96
432.13;2.73;1.03
432.19;2.81;1.08
432.25;2.89;1.11
432.30;2.97;1.12
432.36;3.02;1.12
432.41;3.06;1.11
432.47;3.10;1.08
432.52;3.15;1.04
432.58;3.21;0.97
432.63;3.29;0.88
432.69;3.37;0.75
432.74;3.44;0.60
432.80;3.48;0.44
432.85;3.49;0.30
432.91;3.46;0.21
432.96;3.41;0.18
433.02;3.36;0.24
433.07;3.31;0.36
433.12;3.31;0.55
433.18;3.36;0.76
433.24;3.46;0.95
433.29;3.59;1.08
433.35;3.73;1.12
433.40;3.86;1.06
433.46;3.95;0.90
433.51;4.00;0.69
433.57;4.01;0.45
433.62;3.97;0.24
433.68;3.90;0.10
433.73;3.82;0.06
433.79;3.77;0.12
433.84;3.75;0.27
433.89;3.77;0.46
433.95;3.84;0.67
434.01;3.95;0.82
434.06;4.08;0.89
434.12;4.19;0.85
434.17;4.28;0.70
434.23;4.33;0.46
434.28;4.34;0.16
434.34;4.32;-0.14
434.39;4.25;-0.40
434.45;4.15;-0.56
434.50;4.04;-0.60
434.56;3.94;-0.52
434.61;3.87;-0.34
434.67;3.84;-0.08
434.72;3.88;0.21
434.78;3.96;0.46
434.83;4.07;0.65
434.88;4.19;0.74
434.94;4.29;0.72
435.00;4.35;0.62
435.05;4.37;0.46
435.11;4.36;0.28
435.16;4.33;0.13
435.22;4.27;0.04
435.27;4.21;0.03
435.33;4.17;0.09
435.38;4.17;0.22
435.44;4.19;0.39
435.49;4.25;0.54
435.55;4.34;0.65
435.60;4.44;0.68
435.66;4.53;0.63
435.71;4.59;0.50
435.77;4.62;0.30
435.82;4.61;0.05
435.88;4.58;-0.21
435.93;4.52;-0.45
435.99;4.45;-0.67
436.04;4.38;-0.84
436.10;4.32;-0.98
436.15;4.25;-1.09
436.21;4.19;-1.20
436.26;4.14;-1.31
436.32;4.09;-1.44
436.37;4.04;-1.58
436.43;3.96;-1.73
436.48;3.84;-1.87
436.54;3.70;-2.01
436.59;3.54;-2.12
436.64;3.39;-2.21
436.70;3.24;-2.28
436.76;3.12;-2.34
436.81;3.02;-2.42
436.87;2.93;-2.50
436.92;2.82;-2.59
436.98;2.69;-2.69
437.03;2.52;-2.77
437.09;2.33;-2.80
437.14;2.11;-2.75
437.20;1.89;-2.60
437.25;1.71;-2.35
437.31;1.57;-2.00
437.36;1.47;-1.55
437.42;1.41;-1.06
437.47;1.40;-0.54
437.53;1.43;-0.05
437.58;1.49;0.39
437.63;1.56;0.74
437.69;1.66;0.99
437.75;1.77;1.14
437.80;1.87;1.20
437.86;1.95;1.19
437.91;2.02;1.13
437.97;2.07;1.03
438.02;2.10;0.94
438.08;2.12;0.86
438.13;2.14;0.81
438.19;2.17;0.79
438.24;2.22;0.81
438.30;2.26;0.85
438.35;2.31;0.92
438.41;2.36;0.99
438.46;2.42;1.06
438.52;2.49;1.12
438.57;2.56;1.16
438.62;2.65;1.17
438.68;2.73;1.16
438.74;2.80;1.13
438.79;2.86;1.10
438.85;2.91;1.05
438.90;2.95;1.02
438.96;2.99;1.00
439.01;3.03;1.00
439.07;3.08;1.01
439.12;3.14;1.03
439.18;3.21;1.06
439.23;3.26;1.08
439.29;3.34;1.09
439.34;3.41;1.08
439.39;3.49;1.04
439.45;3.55;0.99
439.51;3.61;0.91
439.56;3.65;0.82
439.62;3.68;0.72
439.67;3.71;0.62
439.73;3.73;0.52
439.78;3.75;0.43
439.84;3.78;0.36
439.89;3.80;0.29
439.95;3.80;0.24
440.00;3.80;0.21
440.06;3.80;0.19
440.11;3.80;0.19
440.17;3.81;0.19
440.22;3.82;0.20
440.28;3.84;0.20
440.33;3.87;0.21
440.38;3.89;0.21
440.44;3.90;0.20
440.50;3.90;0.19
440.55;3.91;0.18
440.61;3.91;0.17
440.66;3.91;0.17
440.72;3.92;0.17
440.77;3.94;0.18
440.83;3.95;0.18
440.88;3.96;0.19
440.94;3.98;0.18
440.99;3.99;0.17
441.05;4.00;0.15
441.10;4.01;0.13
441.16;4.02;0.10
441.21;4.02;0.06
441.27;4.02;0.04
441.32;4.01;0.01
441.38;4.00;-0.01
441.43;4.00;-0.03
441.49;4.00;-0.05
441.54;4.01;-0.08
441.60;4.00;-0.11
441.65;4.01;-0.14
441.71;4.00;-0.18
441.76;3.98;-0.21
441.82;3.96;-0.25
441.87;3.94;-0.29
441.93;3.92;-0.32
441.98;3.90;-0.35
442.04;3.88;-0.36
442.09;3.86;-0.38
442.14;3.84;-0.40
442.20;3.82;-0.43
442.26;3.80;-0.45
442.31;3.77;-0.48
442.37;3.75;-0.51
442.42;3.72;-0.54
442.48;3.69;-0.57
442.53;3.64;-0.58
442.59;3.60;-0.57
442.64;3.56;-0.56
442.70;3.52;-0.53
442.75;3.49;-0.49
442.81;3.47;-0.46
442.86;3.46;-0.42
442.92;3.45;-0.40
442.97;3.43;-0.38
443.03;3.41;-0.37
443.08;3.40;-0.38
443.13;3.38;-0.40
443.19;3.35;-0.42
443.25;3.32;-0.44
443.30;3.30;-0.45
443.36;3.27;-0.46
443.41;3.24;-0.46
443.47;3.21;-0.46
443.52;3.18;-0.45
443.58;3.16;-0.44
443.63;3.14;-0.44
443.69;3.13;-0.44
443.74;3.10;-0.45
443.80;3.08;-0.46
443.85;3.06;-0.47
443.91;3.03;-0.48
443.96;2.99;-0.49
444.02;2.96;-0.48
444.07;2.93;-0.48
444.12;2.90;-0.46
444.18;2.87;-0.43
444.24;2.85;-0.41
444.29;2.84;-0.38
444.35;2.83;-0.37
444.40;2.81;-0.36
444.46;2.80;-0.36
444.51;2.77;-0.37
444.57;2.75;-0.38
444.62;2.73;-0.39
444.68;2.70;-0.40
444.73;2.68;-0.42
444.79;2.65;-0.43
444.84;2.63;-0.44
444.89;2.61;-0.46
444.95;2.59;-0.48
445.01;2.56;-0.51
445.06;2.54;-0.54
445.12;2.51;-0.58
445.17;2.47;-0.61
445.23;2.43;-0.64
445.28;2.39;-0.66
445.34;2.34;-0.67
445.39;2.30;-0.67
445.45;2.26;-0.65
445.50;2.22;-0.61
445.56;2.19;-0.57
445.61;2.16;-0.52
445.67;2.14;-0.47
445.72;2.12;-0.43
445.78;2.10;-0.41
445.83;2.08;-0.41
445.88;2.07;-0.43
445.94;2.06;-0.49
446.00;2.05;-0.57
446.05;2.02;-0.67
446.11;1.99;-0.78
446.16;1.93;-0.88
446.22;1.86;-0.95
446.27;1.78;-0.98
446.33;1.69;-0.97
446.38;1.60;-0.91
446.44;1.54;-0.82
446.49;1.51;-0.70
446.55;1.49;-0.57
446.60;1.49;-0.44
446.66;1.50;-0.34
446.71;1.51;-0.26
446.77;1.50;-0.20
446.82;1.48;-0.18
446.88;1.46;-0.18
446.93;1.45;-0.20
446.99;1.44;-0.23
447.04;1.44;-0.27
447.10;1.43;-0.31
447.15;1.42;-0.34
447.21;1.40;-0.36
447.26;1.36;-0.36
447.32;1.32;-0.35
447.37;1.27;-0.31
447.43;1.24;-0.26
447.48;1.23;-0.20
447.54;1.25;-0.15
447.59;1.27;-0.10
447.64;1.30;-0.07
447.70;1.31;-0.05
447.76;1.31;-0.04
447.81;1.28;-0.03
447.87;1.25;-0.01
447.92;1.23;0.01
447.98;1.21;0.04
448.03;1.23;0.06
448.09;1.25;0.07
448.14;1.30;0.06
448.20;1.33;0.03
448.25;1.35;-0.02
448.31;1.34;-0.07
448.36;1.31;-0.12
448.42;1.26;-0.14
448.47;1.21;-0.13
448.53;1.18;-0.09
448.58;1.17;-0.03
448.63;1.19;0.04
448.69;1.23;0.11
448.75;1.28;0.16
448.80;1.32;0.18
448.86;1.34;0.18
448.91;1.34;0.16
448.97;1.31;0.13
449.02;1.29;0.09
449.08;1.28;0.06
449.13;1.28;0.02
449.19;1.30;-0.02
449.24;1.33;-0.06
449.30;1.34;-0.11
449.35;1.34;-0.16
449.41;1.32;-0.20
449.46;1.29;-0.23
449.52;1.24;-0.24
449.57;1.20;-0.23
449.62;1.18;-0.19
449.68;1.17;-0.15
449.74;1.18;-0.10
449.79;1.21;-0.05
449.85;1.23;-0.00
449.90;1.24;0.02
449.96;1.24;0.04
450.01;1.23;0.04
450.07;1.22;0.04
450.12;1.21;0.03
450.18;1.20;0.02
450.23;1.21;-0.01
450.29;1.23;-0.05
450.34;1.25;-0.10
450.39;1.26;-0.17
450.45;1.25;-0.24
450.51;1.23;-0.30
450.56;1.18;-0.34
450.62;1.13;-0.35
450.67;1.08;-0.33
450.73;1.04;-0.27
450.78;1.03;-0.19
450.84;1.04;-0.09
450.89;1.06;0.00
450.95;1.09;0.08
451.00;1.12;0.14
451.06;1.14;0.17
451.11;1.15;0.17
451.17;1.15;0.16
451.22;1.15;0.12
451.28;1.14;0.08
451.33;1.15;0.02
451.38;1.15;-0.04
451.44;1.16;-0.10
451.50;1.16;-0.17
451.55;1.15;-0.23
451.61;1.13;-0.27
451.66;1.10;-0.29
451.72;1.06;-0.28
451.77;1.02;-0.24
451.83;0.99;-0.17
451.88;0.97;-0.07
451.94;0.98;0.02
451.99;1.01;0.11
452.05;1.05;0.17
452.10;1.09;0.18
452.16;1.12;0.15
452.21;1.14;0.08
452.27;1.15;-0.02
452.32;1.13;-0.14
452.38;1.10;-0.25
452.43;1.06;-0.35
452.49;1.02;-0.42
452.54;0.97;-0.45
452.60;0.94;-0.44
452.65;0.91;-0.40
452.71;0.89;-0.33
452.76;0.88;-0.23
452.82;0.87;-0.12
452.87;0.87;-0.00
452.93;0.87;0.12
452.98;0.89;0.23
453.04;0.90;0.31
453.09;0.93;0.36
453.14;0.98;0.37
453.20;1.03;0.32
453.26;1.07;0.22
453.31;1.11;0.08
453.37;1.11;-0.10
453.42;1.09;-0.30
453.48;1.05;-0.48
453.53;0.98;-0.64
453.59;0.90;-0.73
453.64;0.82;-0.77
453.70;0.75;-0.72
453.75;0.70;-0.61
453.81;0.66;-0.45
453.86;0.65;-0.26
453.92;0.65;-0.06
453.97;0.68;0.13
454.03;0.72;0.28
454.08;0.77;0.39
454.13;0.82;0.45
454.19;0.87;0.46
454.25;0.90;0.43
454.30;0.91;0.38
454.36;0.92;0.31
454.41;0.92;0.24
454.47;0.92;0.18
454.52;0.92;0.11
454.58;0.93;0.05
454.63;0.94;-0.00
454.69;0.95;-0.06
454.74;0.95;-0.11
454.80;0.94;-0.16
454.85;0.92;-0.19
454.91;0.89;-0.21
454.96;0.86;-0.21
455.02;0.83;-0.19
455.07;0.82;-0.15
455.12;0.81;-0.10
455.18;0.81;-0.05
455.24;0.83;-0.02
455.29;0.85;0.01
455.35;0.87;0.01
455.40;0.88;0.01
455.46;0.87;0.00
455.51;0.85;-0.00
455.57;0.84;0.01
455.62;0.82;0.04
455.68;0.81;0.09
455.73;0.81;0.14
455.79;0.83;0.18
455.84;0.87;0.20
455.89;0.91;0.19
455.95;0.94;0.13
456.01;0.97;0.03
456.06;0.98;-0.10
456.12;0.97;-0.26
456.17;0.93;-0.42
456.23;0.88;-0.55
456.28;0.81;-0.64
456.34;0.74;-0.67
456.39;0.67;-0.64
456.45;0.62;-0.54
456.50;0.58;-0.39
456.56;0.57;-0.21
456.61;0.58;-0.02
456.67;0.60;0.16
456.72;0.64;0.29
456.78;0.70;0.36
456.83;0.75;0.35
456.88;0.81;0.27
456.94;0.84;0.13
457.00;0.85;-0.05
457.05;0.83;-0.26
457.11;0.78;-0.47
457.16;0.71;-0.66
457.22;0.64;-0.81
457.27;0.56;-0.90
457.33;0.49;-0.95
457.38;0.43;-0.95
457.44;0.38;-0.91
457.49;0.34;-0.85
457.55;0.31;-0.77
457.60;0.27;-0.69
457.66;0.24;-0.62
457.71;0.21;-0.54
457.77;0.18;-0.48
457.82;0.16;-0.42
457.88;0.14;-0.36
457.93;0.12;-0.31
457.99;0.11;-0.25
458.04;0.10;-0.20
458.10;0.09;-0.15
458.15;0.08;-0.10
458.21;0.08;-0.06
458.26;0.08;-0.02
458.32;0.09;0.02
458.37;0.09;0.04
458.43;0.10;0.06
458.48;0.10;0.07
458.54;0.11;0.07
458.59;0.12;0.06
458.64;0.12;0.04
458.70;0.13;0.01
458.76;0.13;-0.02
458.81;0.13;-0.05
458.87;0.12;-0.08
458.92;0.11;-0.10
458.98;0.10;-0.12
459.03;0.08;-0.13
459.09;0.08;-0.13
459.14;0.07;-0.12
459.20;0.06;-0.11
459.25;0.06;-0.09
459.31;0.05;-0.06
459.36;0.05;-0.04
459.42;0.05;-0.01
459.47;0.05;0.01
459.53;0.05;0.02
459.58;0.06;0.04
459.63;0.06;0.04
459.69;0.07;0.04
459.75;0.07;0.04
459.80;0.08;0.03
459.86;0.08;0.02
459.91;0.08;0.02
459.97;0.07;0.01
460.02;0.07;0.02
460.08;0.07;0.02
460.13;0.07;0.03
460.19;0.07;0.04
460.24;0.07;0.05
460.30;0.08;0.06
460.35;0.09;0.06
460.41;0.10;0.07
460.46;0.10;0.07
460.52;0.10;0.07
460.57;0.10;0.07
460.62;0.10;0.07
460.68;0.10;0.07
460.74;0.11;0.07
460.79;0.11;0.07
460.85;0.12;0.07
460.90;0.13;0.07
460.96;0.14;0.06
461.01;0.14;0.05
461.07;0.14;0.04
461.12;0.14;0.03
461.18;0.14;0.01
461.23;0.13;0.00
461.29;0.13;-0.01
461.34;0.13;-0.02
461.39;0.14;-0.03
461.45;0.14;-0.04
461.51;0.14;-0.05
461.56;0.13;-0.06
461.62;0.13;-0.07
461.67;0.12;-0.08
461.73;0.11;-0.09
461.78;0.10;-0.10
461.84;0.10;-0.11
461.89;0.09;-0.11
461.95;0.09;-0.11
462.00;0.08;-0.11
462.06;0.08;-0.10
462.11;0.07;-0.09
462.17;0.06;-0.08
462.22;0.05;-0.06
462.28;0.05;-0.03
462.33;0.05;-0.00
462.38;0.05;0.03
462.44;0.06;0.07
462.50;0.06;0.10
462.55;0.07;0.12
462.61;0.08;0.14
462.66;0.09;0.14
462.72;0.11;0.13
462.77;0.12;0.10
462.83;0.13;0.07
462.88;0.14;0.02
462.94;0.14;-0.02
462.99;0.13;-0.07
463.05;0.11;-0.10
463.10;0.09;-0.12
463.16;0.08;-0.13
463.21;0.06;-0.11
463.27;0.06;-0.08
463.32;0.06;-0.04
463.38;0.06;0.00
463.43;0.06;0.05
463.49;0.07;0.10
463.54;0.08;0.13
463.60;0.09;0.16
463.65;0.11;0.17
463.71;0.12;0.16
463.76;0.14;0.14
463.82;0.15;0.11
463.87;0.16;0.07
463.93;0.16;0.03
463.98;0.15;-0.00
464.04;0.14;-0.03
464.09;0.13;-0.04
464.14;0.12;-0.03
464.20;0.11;0.00
464.26;0.11;0.05
464.31;0.11;0.10
464.37;0.12;0.16
464.42;0.14;0.21
464.48;0.16;0.24
464.53;0.19;0.26
464.59;0.22;0.25
464.64;0.24;0.21
464.70;0.26;0.16
464.75;0.26;0.09
464.81;0.26;0.01
464.86;0.25;-0.07
464.92;0.23;-0.14
464.97;0.22;-0.20
465.03;0.20;-0.24
465.08;0.18;-0.26
465.13;0.16;-0.26
465.19;0.14;-0.24
465.25;0.12;-0.20
465.30;0.11;-0.15
465.36;0.10;-0.08
465.41;0.09;-0.00
465.47;0.10;0.08
465.52;0.11;0.15
465.58;0.13;0.22
465.63;0.16;0.27
465.69;0.18;0.30
465.74;0.21;0.33
465.80;0.23;0.34
465.85;0.25;0.34
465.91;0.26;0.35
465.96;0.27;0.35
466.02;0.28;0.35
